Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
Ichor Medical Systems,https://ichorms.com/,San Diego,,,Enhanced Delivery of Gene Therapy,,BPG,Unknown,2025-11-15,Enhanced Delivery of Gene Therapy
IconOVir Bio,https://iconovir.com/,San Diego,,,Oncolytic Virus Therapy,,BPG,Unknown,2025-11-15,Oncolytic Virus Therapy
Idience,https://www.idience.com/,San Francisco,,,Cancer Therapies,,BPG,Unknown,2025-11-15,Cancer Therapies
IgGenix,https://iggenix.com/,South SF,,,Allergy Antibody Therapy,,BPG,Unknown,2025-11-15,Allergy Antibody Therapy
Igenomix,https://www.igenomix.com/,Torrance,,,Contract genetic testing for reproductive health; covid-19 pcr,,BPG,Unknown,2025-11-15,Contract genetic testing for reproductive health; covid-19 pcr
Illumina,https://www.illumina.com/,Hayward,,,"Genomic tools, research products, molecular diagnostics, NGS",,BPG,Unknown,2025-11-15,"Genomic tools, research products, molecular diagnostics, NGS"
Illuminant Surgical,https://www.illuminant.ai/,Culver City,,,Surgical Visualization,,BPG,Unknown,2025-11-15,Surgical Visualization
Imagene,https://imagenebio.com/,San Diego,,,Biologics,,BPG,Unknown,2025-11-15,Biologics
Immix Biopharma,https://immixbio.com/,Los Angeles,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Immune Inc.,https://www.beimmune.com/,Carlsbad,,,"Pharm, Device, Biotech Consulting",,BPG,Unknown,2025-11-15,"Pharm, Device, Biotech Consulting"
Immune-Onc Therapeutics,https://www.immune-onc.com/,Palo Alto,,,Immuno-Oncology,,BPG,Private,2025-11-15,Immuno-Oncology
ImmuneBridge,https://www.immunebridge.com/,San Francisco,,,Allogeneic immunotherapies for cancer,,BPG,Unknown,2025-11-15,Allogeneic immunotherapies for cancer
Immunicom,https://immunicom.com/,San Diego,,,Blood-filtering Cancer Treatments,,BPG,Unknown,2025-11-15,Blood-filtering Cancer Treatments
Immunis,https://immunisbiomedical.com/home/,Irvine,,,Secretome Technology,,BPG,Unknown,2025-11-15,Secretome Technology
ImmunityBio,https://immunitybio.com/,El Segundo,,,Cellular therapy,,BPG,Unknown,2025-11-15,Cellular therapy
Immuno Concepts,https://immunoconcepts.com/,Sacramento,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
ImmunoMind,https://immunomind.com/,Berkeley,,,AI-powered platform for ultra-fast discovery of biomarkers,,BPG,Unknown,2025-11-15,AI-powered platform for ultra-fast discovery of biomarkers
ImmunoVec,https://immunovec.com/,Los Angeles,,,Gene Therapy for Hematopoietic Diseases,,BPG,Unknown,2025-11-15,Gene Therapy for Hematopoietic Diseases
ImmunoVision,https://immunovision.com/,El Cajon,,,Autoimmune Reagents,,BPG,Unknown,2025-11-15,Autoimmune Reagents
Imorgon,https://imorgon.net/,San Mateo,,,Ultrasound,,BPG,Unknown,2025-11-15,Ultrasound
Imperative Care,https://imperativecare.com/,Campbell,,,Large Diameter Catheters for stroke care,,BPG,Unknown,2025-11-15,Large Diameter Catheters for stroke care
Impilo Therapeutics,https://impilotherapeutics.com/,San Diego,,,ASOs,,BPG,Private,2025-11-15,ASOs
Implen,https://www.implen.de/,Westlake Village,,,Spectroscopy instruments and consumables for the non-destructive analysis of ultra low volume samples,,BPG,Unknown,2025-11-15,Spectroscopy instruments and consumables for the non-destructive analysis of ultra low volume samples
Imvaria,https://imvaria.com/,Berkeley,,,Digital Biomarker Platform,,BPG,Unknown,2025-11-15,Digital Biomarker Platform
InCarda Therapeutics,https://www.incardatherapeutics.com/,Newark,,,Pulmonary drug delivery,,BPG,Private,2025-11-15,Pulmonary drug delivery
InClin,https://www.inclin.com/,San Mateo,,,"Clinical Research, Consulting",,BPG,Unknown,2025-11-15,"Clinical Research, Consulting"
InVivoScribe,https://invivoscribe.com/,San Diego,,,Molecular Diagnostics,,BPG,Unknown,2025-11-15,Molecular Diagnostics
Inapill,https://www.inapill.com/,Berkeley,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
Inari Medical,https://www.inarimedical.com/,Irvine,,,Catheter-based technologies for the treatment of venous thromboembolism,,BPG,Unknown,2025-11-15,Catheter-based technologies for the treatment of venous thromboembolism
Inceptive,https://inceptive.life/,Palo Alto,,,Biological Computers,,BPG,Unknown,2025-11-15,Biological Computers
Indapta Therapeutics,https://indapta.com/,San Francisco,,,allogeneic FcR?-deficient natural killer cells,,BPG,Private,2025-11-15,allogeneic FcR?-deficient natural killer cells
Indee Labs,https://www.indeelabs.com/,Berkeley,,,Gene Delivery Technology,,BPG,Research,2025-11-15,Gene Delivery Technology
Indi Molecular,https://www.indimolecular.com/,Los Angeles,,,Small synthetic molecule replacement for antibody-based therapeutics,,BPG,Unknown,2025-11-15,Small synthetic molecule replacement for antibody-based therapeutics
Induce Biologics,https://www.inducebiologics.com/,Irvine,,,Bone regenerative devices,,BPG,Unknown,2025-11-15,Bone regenerative devices
Infinant Health,https://www.infinanthealth.com/,Davis,,,Probiotic Bacteria,,BPG,Unknown,2025-11-15,Probiotic Bacteria
Infinimmune,https://www.infinimmune.com/,Alameda,,,Human Antibody Therapeutics,,BPG,Unknown,2025-11-15,Human Antibody Therapeutics
Infinity Neuro,https://www.infinity-neuro.com/,Lake Forest,,,Device to treat stroke,,BPG,Unknown,2025-11-15,Device to treat stroke
Infixion Bioscience,https://www.infixionbio.com/,San Diego,,,Neurofibromatosis Type 1 Treatments,,BPG,Unknown,2025-11-15,Neurofibromatosis Type 1 Treatments
Inflammatix,https://inflammatix.com/,Sunnyvale,,,Sepsis Diagnostics,,BPG,Unknown,2025-11-15,Sepsis Diagnostics
Inhibrx Biosciences,https://inhibrx.com/,La Jolla,,,"Antibodies, Fusion Proteins",,BPG,Unknown,2025-11-15,"Antibodies, Fusion Proteins"
Initial Therapeutics,https://initialtx.com/,South SF,,,Selective Termination of protein Synthesis Platform,,BPG,Private,2025-11-15,Selective Termination of protein Synthesis Platform
InjectSense,https://www.injectsense.com/,Emeryville,,,In-vivo monitoring of intra-ocular pressure to assess glaucoma therapy effectiveness,,BPG,Unknown,2025-11-15,In-vivo monitoring of intra-ocular pressure to assess glaucoma therapy effectiveness
Inkspace Imaging,https://www.inkspaceimaging.com/,Pleasanton,,,MRI Body Array,,BPG,Unknown,2025-11-15,MRI Body Array
InnoPep,https://www.innopep.com/,San Diego,,,Custom Peptides,,BPG,Unknown,2025-11-15,Custom Peptides
Innophore,https://innophore.com/,San Francisco,,,Structural Sequencing Software and AI,,BPG,Unknown,2025-11-15,Structural Sequencing Software and AI
Innova Vascular,https://innovavascular.com/,Irvine,,,Catheter systems for non-surgical removal of blood clots in the peripheral vasculature,,BPG,Unknown,2025-11-15,Catheter systems for non-surgical removal of blood clots in the peripheral vasculature
Innovative Device Technologies,https://idtechllc.com/,Fremont,,,Product Development,,BPG,Unknown,2025-11-15,Product Development
Innovative NeuroTechnologies,https://innovneurotech.com/,Irvine,,,Biologics for Neuro,,BPG,Unknown,2025-11-15,Biologics for Neuro
Innovex Biosciences,https://innovexbio.com/,Richmond,,,Research products,,BPG,Unknown,2025-11-15,Research products
Innovo Therapeutics,https://innovotherapeutics.com/,San Diego,,,AI Drug Discovery,,BPG,Private,2025-11-15,AI Drug Discovery
Inocras,https://inocras.com/,La Jolla,,,Genomic Analysis,,BPG,Unknown,2025-11-15,Genomic Analysis
Inovio Pharmaceuticals,https://inovio.com/,San Diego,,,DNA Vaccines,,BPG,Private,2025-11-15,DNA Vaccines
Inquis Medical,https://inquismedical.com/,Menlo Park,,,Venous thromboembolism treatment,,BPG,Unknown,2025-11-15,Venous thromboembolism treatment
Insamo,https://www.insamo.com/,Berkeley,,,Membrane-permeable & orally available cyclic-peptides,,BPG,Unknown,2025-11-15,Membrane-permeable & orally available cyclic-peptides
Inscopix,https://inscopix.com/,Mountain View,,,Miniature Microscope,,BPG,Unknown,2025-11-15,Miniature Microscope
InsightRX,https://www.insight-rx.com/,San Francisco,,,Dosing Model,,BPG,Unknown,2025-11-15,Dosing Model
Intact Therapeutics,https://intacttherapeutics.com/,Palo Alto,,,GI Therapies,,BPG,Private,2025-11-15,GI Therapies
Integra LifeSciences,https://www.integralife.com/,San Diego,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
Integrated Biosciences,https://integratedbiosciences.com/,San Carlos,,,Synthetic biology technology to discover drugs targeting stressed cells,,BPG,Unknown,2025-11-15,Synthetic biology technology to discover drugs targeting stressed cells
Integrated Endoscopy,https://iescope.com/,Irvine,,,Reusable Arthroscopes,,BPG,Unknown,2025-11-15,Reusable Arthroscopes
Integrated Research Associates,https://www.integratedresearchassociates.com/,San Rafael,,,Infectious Disease Treatment Products,,BPG,Unknown,2025-11-15,Infectious Disease Treatment Products
Intelligent Therapeutics,https://inteltherapeutics.com/,La Jolla,,,Antibodies and antibody-like molecules,,BPG,Private,2025-11-15,Antibodies and antibody-like molecules
InterVene,https://intervene-med.com/,Redwood City,,,Catheter based therapy,,BPG,Unknown,2025-11-15,Catheter based therapy
InterVenn BioSciences,https://intervenn.com/,South SF,,,Cancer Diagnostic,,BPG,Unknown,2025-11-15,Cancer Diagnostic
Intercept Pharmaceuticals,https://www.interceptpharma.com/,San Diego,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Interdict,https://www.interdictbio.com/,San Francisco,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
International Process Solutions,https://ips-us.com/,Irvine,,,"Calibration, validation, preventative maintenance, and data management services",,BPG,Unknown,2025-11-15,"Calibration, validation, preventative maintenance, and data management services"
International Stem Cell,https://www.internationalstemcell.com/,Carlsbad,,,Proprietary Stem Cell Induction,,BPG,Unknown,2025-11-15,Proprietary Stem Cell Induction
Intraop Medical,https://intraop.com/,Sunnyvale,,,Radiation therapy during surgery,,BPG,Unknown,2025-11-15,Radiation therapy during surgery
Intratus,https://www.intratus.com/,San Diego,,,Non-invasive drug delivery platform technologies,,BPG,Unknown,2025-11-15,Non-invasive drug delivery platform technologies
Intrinsic LifeSciences,https://www.intrinsiclifesciences.com/,La Jolla,,,In-Vitro Diagnostics,,BPG,Unknown,2025-11-15,In-Vitro Diagnostics
Intuitive Surgical,https://www.intuitive.com/en-us,Sunnyvale,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
Intune,https://www.intune.bio/,Pasadena,,,"IVD or medical device product development, analytical & clinical validation, regulatory approval",,BPG,Unknown,2025-11-15,"IVD or medical device product development, analytical & clinical validation, regulatory approval"
InvVax,https://www.inv-vax.com/,Pasadena,,,Flu Virus Technology,,BPG,Unknown,2025-11-15,Flu Virus Technology
Invenio Imaging,https://www.invenio-imaging.com/,Santa Clara,,,"Histology, Cavity Sampling",,BPG,Unknown,2025-11-15,"Histology, Cavity Sampling"
Invert,https://invertbio.com/,San Francisco,,,Software product for bioprocess development and scale-up,,BPG,Unknown,2025-11-15,Software product for bioprocess development and scale-up
Invicta Medical,https://www.resterasleep.com/,Santa Clara,,,Neurostimulation wearables for sleep apnea,,BPG,Unknown,2025-11-15,Neurostimulation wearables for sleep apnea
Invitrx Therapeutics,https://invitrx.com/,Lake Forest,,,"Autologous Stem Cell Therapy, Therapeutic & Cosmetic",,BPG,Private,2025-11-15,"Autologous Stem Cell Therapy, Therapeutic & Cosmetic"
InvivoGen,https://www.invivogen.com/,San Diego,,,Life Science Reagents,,BPG,Unknown,2025-11-15,Life Science Reagents
Iolyx Therapeutics,https://iolyx.com/,Burlingame,,,Ophthalmology Therapies,,BPG,Private,2025-11-15,Ophthalmology Therapies
Ion Dx,https://www.iondx.com/,Monterey,,,"Ion Mobility Spectrometer, Associated Services",,BPG,Unknown,2025-11-15,"Ion Mobility Spectrometer, Associated Services"
Ionis Pharmaceuticals,https://ionis.com/,Carlsbad,,,RNA,,BPG,Private,2025-11-15,RNA
Iovance Biotherapeutics,https://www.iovance.com/,San Carlos,,,Adoptive Cell Therapy,,BPG,Private,2025-11-15,Adoptive Cell Therapy
Iris Medicine,https://irismedicine.com/,Berkeley,,,Small Binding RNA,,BPG,Unknown,2025-11-15,Small Binding RNA
Ironfist Therapeutics,https://ironfisttx.com/,Redwood City,,,Radiopharmaceuticals,,BPG,Private,2025-11-15,Radiopharmaceuticals
Irvine Clinical Research,https://www.irvineclinical.com/,Irvine,,,Clinical Trials,,BPG,Unknown,2025-11-15,Clinical Trials
Isolation Bio,https://isolationbio.com/,Palo Alto,,,Microbial Cultivation Device,,BPG,Unknown,2025-11-15,Microbial Cultivation Device
JADBio,https://jadbio.com/,Los Angeles,,,Machine Learning Data Analysis,,BPG,Unknown,2025-11-15,Machine Learning Data Analysis
JOINN Biologics,https://www.joinnbio.com/,Richmond,,,Biologics CDMO,,BPG,Unknown,2025-11-15,Biologics CDMO
JSR Life Sciences,https://www.jsrlifesciences.com/,Sunnyvale,,,"Cell culture, separations equipment & reagents",,BPG,Unknown,2025-11-15,"Cell culture, separations equipment & reagents"
Jaan Biotherapeutics,https://jaanbio.com/,San Diego,,,Adeno-associated viral delivery of microRNA inhibitors,,BPG,Private,2025-11-15,Adeno-associated viral delivery of microRNA inhibitors
Jade Biosciences,https://jadebiosciences.com/,San Francisco,,,Autoimmune Therapies,,BPG,Unknown,2025-11-15,Autoimmune Therapies
JadeBio,http://www.jadebio.com/,La Jolla,,,Contract Protein Analysis,,BPG,Unknown,2025-11-15,Contract Protein Analysis
Janux Therapeutics,https://www.januxrx.com/,San Diego,,,Immunotherapies for Cancer,,BPG,Private,2025-11-15,Immunotherapies for Cancer
Jasper Therapeutics,https://jaspertx.com/,Redwood City,,,Humanized Monoclonal Antibody,,BPG,Private,2025-11-15,Humanized Monoclonal Antibody
Jaya Biosciences,https://www.jayabio.com/,South SF,,,CNS-directed gene therapies,,BPG,Unknown,2025-11-15,CNS-directed gene therapies
Jazz Pharmaceuticals,https://www.jazzpharma.com/,Palo Alto,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
JenaValve,https://jenavalve.com/,Irvine,,,Transcatheter aortic valve replacement system,,BPG,Unknown,2025-11-15,Transcatheter aortic valve replacement system
JeniVision,https://jenivision.com/,Irvine,,,"Ophthalmology therapies, non-invasive ocular therapies",,BPG,Unknown,2025-11-15,"Ophthalmology therapies, non-invasive ocular therapies"
Johnson and Johnson Innovative Medicine,https://innovativemedicine.jnj.com/,San Diego,,,"Small Molecules, Biologics",,BPG,Unknown,2025-11-15,"Small Molecules, Biologics"
Jumpcode Genomics,https://www.jumpcodegenomics.com/,San Diego,,,CRISPR Genomic Technology,,BPG,Unknown,2025-11-15,CRISPR Genomic Technology
Junevity,https://www.junevity.com/,San Francisco,,,Long-lasting siRNA Therapies,,BPG,Unknown,2025-11-15,Long-lasting siRNA Therapies
Jupiter Endovascular,https://jupiterendo.com/,Menlo Park,,,Endovascular Device for Pulmonary Embolism,,BPG,Unknown,2025-11-15,Endovascular Device for Pulmonary Embolism
Juvena Therapeutics,https://www.juvenatherapeutics.com/,Redwood City,,,Tissue Regeneration & Repair,,BPG,Private,2025-11-15,Tissue Regeneration & Repair
KARE Biosciences,https://karebio.com/,Orange,,,Repurposed Drugs,,BPG,Unknown,2025-11-15,Repurposed Drugs
KARL STORZ Endoscopy,https://www.karlstorz.com/us/en/index.htm?target=,El Segundo,,,Endoscopy,,BPG,Unknown,2025-11-15,Endoscopy
KB Medical Group,https://www.kbmed.com/,Irvine,,,"Infusion, blood collection, clinical products",,BPG,Unknown,2025-11-15,"Infusion, blood collection, clinical products"
KDx Diagnostics,https://kdxdiagnostics.com/,Los Gatos,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
KHN Solutions/BACTrack,https://www.bactrack.com/,San Francisco,,,BAC meter,,BPG,Unknown,2025-11-15,BAC meter
Kaer Biotherapeutics,https://www.kaerbio.com/,Escondido,,,Generation and delivery of respirable aerosols,,BPG,Private,2025-11-15,Generation and delivery of respirable aerosols
Kailera Therapeutics,https://www.kailera.com/,San Diego,,,"Peptides, Small Molecules",,BPG,Private,2025-11-15,"Peptides, Small Molecules"
Kainomyx,https://www.kainomyx.com,Mountain View,,,Malaria and parasitic diseases,,BPG,Unknown,2025-11-15,Malaria and parasitic diseases
Kairos Pharma,https://kairospharma.com/,Los Angeles,,,"Cell Therapy, Antibodies, Small Molecules",,BPG,Private,2025-11-15,"Cell Therapy, Antibodies, Small Molecules"
Kamau Therapeutics,https://kamautx.com/,South SF,,,Gene Correction Technology,,BPG,Private,2025-11-15,Gene Correction Technology
Kardigan,https://www.kardigan.bio/,South SF,,,Seems to be Small Molecules,,BPG,Unknown,2025-11-15,Seems to be Small Molecules
Karius,https://kariusdx.com/,Redwood City,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Kartos Therapeutics,https://www.kartosthera.com/,Redwood City,,,Oral MDM2 Inhibitor,,BPG,Private,2025-11-15,Oral MDM2 Inhibitor
Kelaroo,https://www.kelaroo.com/,San Diego,,,Software for Biopharm Companies,,BPG,Unknown,2025-11-15,Software for Biopharm Companies
Kelliop,http://www.kelliop.com/,Newark,,,Diagnostic Reader,,BPG,Unknown,2025-11-15,Diagnostic Reader
Kenai Therapeutics,https://www.kenaitx.com/,San Diego,,,iPSC dopamine progenitor,,BPG,Private,2025-11-15,iPSC dopamine progenitor
Kerna Labs,https://kernalabs.ai/,San Francisco,,,AI and high-throughput biology - RNA therapeutics,,BPG,Research,2025-11-15,AI and high-throughput biology - RNA therapeutics
Kernel Flow,https://www.kernel.com/,Culver City,,,Brain Scan Device,,BPG,Unknown,2025-11-15,Brain Scan Device
Keylika,https://www.keylika.com/,San Francisco,,,Transdermal Iron Patch,,BPG,Unknown,2025-11-15,Transdermal Iron Patch
Kezar Life Sciences,https://kezarlifesciences.com/,South SF,,,Therapies for autoimmune disorders,,BPG,Unknown,2025-11-15,Therapies for autoimmune disorders
Khloris Biosciences,https://www.khlorisbiosciences.com/,San Jose,,,iPSC Library,,BPG,Unknown,2025-11-15,iPSC Library
Kimia Therapeutics,https://www.kimiatx.com/,Berkeley,,,Treatment for metabolic disease,,BPG,Private,2025-11-15,Treatment for metabolic disease
Kinamed,https://www.kinamed.com/,Camarillo,,,"Implants, Surgical Tools",,BPG,Unknown,2025-11-15,"Implants, Surgical Tools"
Kinovate,https://www.kinovate.com/,Oceanside,,,Polymeric Supports for Nucleotide Synthesis,,BPG,Unknown,2025-11-15,Polymeric Supports for Nucleotide Synthesis
Kiora Pharmaceuticals,https://kiorapharma.com/,Encinitas,,,"Drug Delivery, Ocular Drugs",,BPG,Private,2025-11-15,"Drug Delivery, Ocular Drugs"
Kite Pharma,https://www.kitepharma.com/,El Segundo,,,"Engineered Autologous T Cell Therapy, CAR-T",,BPG,Acquired,2025-11-15,"Engineered Autologous T Cell Therapy, CAR-T"
Kivu Bioscience,https://kivubioscience.com/,San Francisco,,,ADCs,,BPG,Unknown,2025-11-15,ADCs
KlyneAI,https://www.klyne.ai/,San Francisco,,,CRO for in silico hit discovery,,BPG,Unknown,2025-11-15,CRO for in silico hit discovery
Kodiak Sciences,https://kodiak.com/,Palo Alto,,,Long acting retinal medicines,,BPG,Unknown,2025-11-15,Long acting retinal medicines
Koliber Biosciences,https://koliberbio.com/,San Diego,,,Services,,BPG,Unknown,2025-11-15,Services
Konan Medical,https://konanmedical.com/,Irvine,,,Ophthalmic Diagnostics,,BPG,Unknown,2025-11-15,Ophthalmic Diagnostics
Koya Medical,https://www.koyamedical.com/,Oakland,,,Active continuous sequential compression treatment,,BPG,Unknown,2025-11-15,Active continuous sequential compression treatment
Kriya Therapeutics,https://kriyatherapeutics.com/,Redwood City,,,Gene Therapy,,BPG,Private,2025-11-15,Gene Therapy
Kryptos Biotechnologies,https://kryptosbio.com/,Hayward,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Kumquat Biosciences,https://kumquatbiosciences.com/,San Diego,,,Cancer Therapies,,BPG,Unknown,2025-11-15,Cancer Therapies
Kura Oncology,https://kuraoncology.com/,San Diego,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
KuriBio,https://www.kuribio.com/,San Francisco,,,Nanoparticles to treat B-cell lymphoma,,BPG,Unknown,2025-11-15,Nanoparticles to treat B-cell lymphoma
Kurin,https://www.kurin.com/,San Diego,,,Blood Collection Technology,,BPG,Unknown,2025-11-15,Blood Collection Technology
Kyowa Hakko Kirin,https://www.kyowakirin.com/index.html,La Jolla,,,Platform Drug Discovery Technology,,BPG,Unknown,2025-11-15,Platform Drug Discovery Technology
Kyverna Therapeutics,https://kyvernatx.com/,Emeryville,,,Treg Cell Therapy for Autoimmune Diseases,,BPG,Private,2025-11-15,Treg Cell Therapy for Autoimmune Diseases
LENZ Therapeutics,https://lenz-tx.com/,Del Mar,,,Ophthalmology Treatments,,BPG,Private,2025-11-15,Ophthalmology Treatments
LGC Biosearch Technologies,https://www.biosearchtech.com/,Novato,,,"Reagents, Probes, Oligonucleotides",,BPG,Unknown,2025-11-15,"Reagents, Probes, Oligonucleotides"
LGM Pharma,https://lgmpharma.com/,Irvine,,,"Sourcing, warehousing & distribution of quality CGMP APIs to pharma & biotech companies.",,BPG,Private,2025-11-15,"Sourcing, warehousing & distribution of quality CGMP APIs to pharma & biotech companies."
LIPAC Oncology,https://www.lipaconcology.com/,Menlo Park,,,Intravesical delivery,,BPG,Unknown,2025-11-15,Intravesical delivery
LTZ Therapeutics,https://www.ltztherapeutics.com/,Redwood City,,,Immunotherapies,,BPG,Private,2025-11-15,Immunotherapies
LabyRx Immuno-Oncology,https://labyrx.com/,Sacramento,,,Monoclonal Antibody,,BPG,Unknown,2025-11-15,Monoclonal Antibody
LadRx,https://www.ladrxcorp.com/,Los Angeles,,,"Small Molecules, DNA",,BPG,Unknown,2025-11-15,"Small Molecules, DNA"
Laguna Biotherapeutics,https://www.lagunabio.com/,San Francisco,,,Microbe to Activate Immune Cells,,BPG,Private,2025-11-15,Microbe to Activate Immune Cells
Laguna Tech,https://lagunatechmed.com/,Irvine,,,Transcatheter aortic and mitral heart valve replacement systems,,BPG,Unknown,2025-11-15,Transcatheter aortic and mitral heart valve replacement systems
Lassen Therapeutics,https://lassentherapeutics.com/,San Diego,,,Anti-IL-11 Antibodies,,BPG,Private,2025-11-15,Anti-IL-11 Antibodies
Lassogen,https://www.lassogen.com/,San Diego,,,Lasso peptide-based therapies,,BPG,Unknown,2025-11-15,Lasso peptide-based therapies
LatchBio,https://latch.bio/,San Francisco,,,Cloud bioinformatics platform to help biological teams accelerate their R&D.,,BPG,Unknown,2025-11-15,Cloud bioinformatics platform to help biological teams accelerate their R&D.
Latent Labs,https://www.latentlabs.com/,San Francisco,,,AI models to design and optimize proteins,,BPG,Research,2025-11-15,AI models to design and optimize proteins
LatentSpace Therapeutics,https://latentspacetherapeutics.com/,La Jolla,,,AI Drug Discovery,,BPG,Private,2025-11-15,AI Drug Discovery
Latigo Biotherapeutics,https://latigobio.com/,Thousand Oaks,,,Non-opioid Pain Relief,,BPG,Private,2025-11-15,Non-opioid Pain Relief
Latitude Pharmaceuticals,https://www.latitudepharma.com/,San Diego,,,Formulation Services,,BPG,Private,2025-11-15,Formulation Services
Laza Medical,https://lazamedical.com/,Campbell,,,AI-Powered Robotically-Assisted Imaging,,BPG,Unknown,2025-11-15,AI-Powered Robotically-Assisted Imaging
LeGene Biosciences,http://legenebiosciences.com/,San Diego,,,Molecular Biology Reagents,,BPG,Unknown,2025-11-15,Molecular Biology Reagents
Leaf Healthcare,https://www.sn-leaf.com/,Pleasanton,,,"Wireless, wearable Patient Sensor",,BPG,Unknown,2025-11-15,"Wireless, wearable Patient Sensor"
Leapfrog Bio,https://www.leapfrog.bio/,San Mateo,,,Small Molecule Drug Screening,,BPG,Unknown,2025-11-15,Small Molecule Drug Screening
Leardon Solutions,https://www.leardon.com/,San Diego,,,Diagnostic and Device Development,,BPG,Unknown,2025-11-15,Diagnostic and Device Development
Leucadia Therapeutics,https://www.leucadiatx.com/,Riverside,,,Medical device for Alzheimer's,,BPG,Private,2025-11-15,Medical device for Alzheimer's
Level Zero Health,https://www.levelzerohealth.com/,San Francisco,,,Continuous Hormone Monitoring,,BPG,Unknown,2025-11-15,Continuous Hormone Monitoring
Levena Biopharma,https://www.levenabiopharma.com/,San Diego,,,Antibody-drug Conjugation,,BPG,Private,2025-11-15,Antibody-drug Conjugation
Levita Magnetics,https://www.levita.com/,Mountain View,,,Magnetic Surgical System,,BPG,Unknown,2025-11-15,Magnetic Surgical System
LevitasBio,https://levitasbio.com/,Menlo Park,,,Cellular Analysis using Magnetic Levitation,,BPG,Unknown,2025-11-15,Cellular Analysis using Magnetic Levitation
LiVeritas Biosciences,https://liveritas.bio/,South SF,,,Mass Spec Analysis,,BPG,Unknown,2025-11-15,Mass Spec Analysis
Libra Therapeutics,https://www.libratherapeutics.com/,San Diego,,,Small Molecules for Neurodegenerative Indications,,BPG,Private,2025-11-15,Small Molecules for Neurodegenerative Indications
LifeActive Bio,https://lifeactivebio.com/,San Francisco,,,Biomaterials for Drug Delivery,,BPG,Unknown,2025-11-15,Biomaterials for Drug Delivery
LifeScience PLUS,https://lifescienceplus.com/,Mountain View,,,Wound care,,BPG,Unknown,2025-11-15,Wound care
LifeSpan Biosciences,https://www.lsbio.com/,Newark,,,Immuno histochemistry Products and Services,,BPG,Unknown,2025-11-15,Immuno histochemistry Products and Services
LifeWave Biomedical,https://lifewavebiomed.com/,Los Altos,,,Heart Failure Monitoring Implant,,BPG,Unknown,2025-11-15,Heart Failure Monitoring Implant
Liferiver Bio-Tech Corp,https://liferiverbiotech.com/,La Jolla,,,"Diagnostics, Reagents",,BPG,Unknown,2025-11-15,"Diagnostics, Reagents"
Liferna Biotech,https://liferna-biotech.com/,San Diego,,,Treatments for Autoimmune and Fibrotic Diseases,,BPG,Unknown,2025-11-15,Treatments for Autoimmune and Fibrotic Diseases
Light Horse Therapeutics,https://lighthorsetx.com/,San Diego,,,Precision Gene Editing Applied to Small Molecule Drug Discovery,,BPG,Private,2025-11-15,Precision Gene Editing Applied to Small Molecule Drug Discovery
Lighthouse Pharmaceuticals,https://www.lighthousepharma.com/,San Francisco,,,Small molecule protease inhibitors,,BPG,Private,2025-11-15,Small molecule protease inhibitors
LimFlow,https://limflow.com/,San Jose,,,Critical Limb Ischemia Treatment,,BPG,Unknown,2025-11-15,Critical Limb Ischemia Treatment
Limb Preservation Platform,https://www.lppresearch.com/,Fresno,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
LinaTech,http://www.linatech.com/,Sunnyvale,,,Cancer treatment device,,BPG,Unknown,2025-11-15,Cancer treatment device
Lineage Cell Therapeutics,https://lineagecell.com/,Carlsbad,,,Regenerative Medicine,,BPG,Private,2025-11-15,Regenerative Medicine
Link Cell Therapies,https://linkcelltx.com/,South SF,,,"Cell Therapies focused on CAR T, oncology",,BPG,Unknown,2025-11-15,"Cell Therapies focused on CAR T, oncology"
Linnaeus Bioscience,https://linnaeusbio.com/,San Diego,,,Bacterial Cytological Profiling,,BPG,Unknown,2025-11-15,Bacterial Cytological Profiling
Lipidio Pharmaceuticals,https://lipidiopharma.com/,San Diego,,,Drugs to treat diseases associated with excess body fat,,BPG,Private,2025-11-15,Drugs to treat diseases associated with excess body fat
Liquid Biosciences,https://www.liquidbiosciences.com/,Aliso Viejo,,,Bio-analytics platform for multi-omics data integration and advanced biomarker discovery,,BPG,Unknown,2025-11-15,Bio-analytics platform for multi-omics data integration and advanced biomarker discovery
List Biological Laboratories,https://listlabs.com/,Campbell,,,"Bacterial Toxins, Contract Manufacturing",,BPG,Research,2025-11-15,"Bacterial Toxins, Contract Manufacturing"
